Entropy/Alpha Feasible Region Boundary
File Size: 4096

Entropy,Alpha
0.989027,66.452544
0.989110,66.428571
0.989193,66.404616
0.989276,66.380678
0.989358,66.356757
0.989439,66.332853
0.989521,66.308967
0.989602,66.285097
0.989682,66.261245
0.989762,66.237410
0.989842,66.213592
0.989922,66.189792
0.990001,66.166008
0.990079,66.142241
0.990158,66.118492
0.990236,66.094760
0.990313,66.071044
0.990390,66.047346
0.990467,66.023664
0.990543,66.000000
0.990619,65.976353
0.990695,65.952722
0.990770,65.929108
0.990845,65.905512
0.990920,65.881932
0.990994,65.858369
0.991068,65.834823
0.991141,65.811294
0.991214,65.787781
0.991287,65.764286
0.991359,65.740807
0.991431,65.717345
0.991502,65.693899
0.991574,65.670471
0.991644,65.647059
0.991715,65.623664
0.991785,65.600285
0.991855,65.576923
0.991924,65.553578
0.991993,65.530249
0.992062,65.506937
0.992130,65.483642
0.992198,65.460363
0.992266,65.437100
0.992333,65.413854
0.992400,65.390625
0.992466,65.367412
0.992533,65.344216
0.992598,65.321036
0.992664,65.297872
0.992729,65.274725
0.992794,65.251595
0.992858,65.228480
0.992922,65.205382
0.992986,65.182301
0.993050,65.159236
0.993113,65.136187
0.993175,65.113154
0.993238,65.090138
0.993300,65.067138
0.993362,65.044154
0.993423,65.021186
0.993484,64.998235
0.993545,64.975300
0.993605,64.952381
0.993665,64.929478
0.993725,64.906591
0.993784,64.883721
0.993843,64.860867
0.993902,64.838028
0.993960,64.815206
0.994018,64.792400
0.994076,64.769610
0.994133,64.746835
0.994190,64.724077
0.994247,64.701335
0.994303,64.678609
0.994359,64.655899
0.994415,64.633205
0.994470,64.610526
0.994525,64.587864
0.994580,64.565217
0.994635,64.542587
0.994689,64.519972
0.994743,64.497373
0.994796,64.474790
0.994849,64.452223
0.994902,64.429671
0.994954,64.407135
0.995007,64.384615
0.995059,64.362111
0.995110,64.339623
0.995161,64.317150
0.995212,64.294693
0.995263,64.272251
0.995313,64.249826
0.995363,64.227415
0.995413,64.205021
0.995462,64.182642
0.995511,64.160279
0.995560,64.137931
0.995609,64.115599
0.995657,64.093282
0.995704,64.070981
0.995752,64.048696
0.995799,64.026426
0.995846,64.004171
0.995893,63.981932
0.995939,63.959708
0.995985,63.937500
0.996031,63.915307
0.996076,63.893130
0.996121,63.870968
0.996166,63.848821
0.996211,63.826690
0.996255,63.804574
0.996299,63.782473
0.996342,63.760388
0.996386,63.738318
0.996429,63.716263
0.996472,63.694223
0.996514,63.672199
0.996556,63.650190
0.996598,63.628196
0.996640,63.606218
0.996681,63.584254
0.996722,63.562306
0.996763,63.540373
0.996803,63.518455
0.996843,63.496552
0.996883,63.474664
0.996923,63.452791
0.996962,63.430934
0.997001,63.409091
0.997039,63.387263
0.997078,63.365451
0.997116,63.343653
0.997154,63.321871
0.997191,63.300103
0.997229,63.278351
0.997266,63.256613
0.997302,63.234890
0.997339,63.213182
0.997375,63.191489
0.997411,63.169811
0.997447,63.148148
0.997482,63.126500
0.997517,63.104866
0.997552,63.083248
0.997586,63.061644
0.997621,63.040055
0.997655,63.018480
0.997688,62.996921
0.997722,62.975376
0.997755,62.953846
0.997788,62.932331
0.997820,62.910830
0.997853,62.889344
0.997885,62.867873
0.997917,62.846416
0.997948,62.824974
0.997979,62.803547
0.998010,62.782134
0.998041,62.760736
0.998072,62.739353
0.998102,62.717984
0.998132,62.696629
0.998162,62.675289
0.998191,62.653964
0.998220,62.632653
0.998249,62.611357
0.998278,62.590075
0.998306,62.568807
0.998334,62.547554
0.998362,62.526316
0.998390,62.505092
0.998417,62.483882
0.998444,62.462687
0.998471,62.441506
0.998498,62.420339
0.998524,62.399187
0.998550,62.378049
0.998576,62.356925
0.998601,62.335816
0.998627,62.314721
0.998652,62.293640
0.998677,62.272574
0.998701,62.251521
0.998726,62.230483
0.998750,62.209459
0.998773,62.188450
0.998797,62.167454
0.998820,62.146473
0.998843,62.125506
0.998866,62.104553
0.998889,62.083614
0.998911,62.062690
0.998933,62.041779
0.998955,62.020882
0.998977,62.000000
0.998998,61.979132
0.999019,61.958277
0.999040,61.937437
0.999061,61.916611
0.999081,61.895798
0.999101,61.875000
0.999121,61.854216
0.999141,61.833445
0.999160,61.812689
0.999180,61.791946
0.999199,61.771218
0.999217,61.750503
0.999236,61.729802
0.999254,61.709115
0.999272,61.688442
0.999290,61.667783
0.999307,61.647138
0.999325,61.626506
0.999342,61.605888
0.999359,61.585284
0.999375,61.564694
0.999392,61.544118
0.999408,61.523555
0.999424,61.503006
0.999440,61.482471
0.999455,61.461949
0.999470,61.441441
0.999485,61.420947
0.999500,61.400467
0.999515,61.380000
0.999529,61.359547
0.999543,61.339107
0.999557,61.318681
0.999571,61.298269
0.999584,61.277870
0.999597,61.257485
0.999610,61.237113
0.999623,61.216755
0.999636,61.196411
0.999648,61.176080
0.999660,61.155762
0.999672,61.135458
0.999684,61.115168
0.999695,61.094891
0.999706,61.074627
0.999717,61.054377
0.999728,61.034140
0.999739,61.013917
0.999749,60.993707
0.999759,60.973510
0.999769,60.953327
0.999779,60.933157
0.999788,60.913000
0.999797,60.892857
0.999806,60.872727
0.999815,60.852611
0.999824,60.832507
0.999832,60.812417
0.999841,60.792341
0.999849,60.772277
0.999856,60.752227
0.999864,60.732190
0.999871,60.712166
0.999878,60.692156
0.999885,60.672158
0.999892,60.652174
0.999899,60.632203
0.999905,60.612245
0.999911,60.592300
0.999917,60.572368
0.999923,60.552450
0.999928,60.532544
0.999933,60.512652
0.999938,60.492773
0.999943,60.472906
0.999948,60.453053
0.999952,60.433213
0.999957,60.413386
0.999961,60.393572
0.999965,60.373770
0.999968,60.353982
0.999972,60.334207
0.999975,60.314445
0.999978,60.294695
0.999981,60.274959
0.999984,60.255236
0.999986,60.235525
0.999988,60.215827
0.999990,60.196143
0.999992,60.176471
0.999994,60.156811
0.999995,60.137165
0.999997,60.117532
0.999998,60.097911
0.999998,60.078303
0.999999,60.058708
1.000000,60.039126
1.000000,60.019557
1.000000,60.000000
